id,addr_city,addr_country,addr_housenumber,addr_postcode,addr_street,opening_hours,amenity,url,name,name_de,leisure,tourism,long,lat,building,wikipedia,source,osm_id
2645,,,,,,,,,,,swimming_area,,13.1417688,52.4332266,,,osm:way,561449285
2646,,,,,,,,,,,swimming_area,,13.1904077,52.4879710,,,osm:way,561449745
2647,,,,,,,,,,,swimming_area,,13.6526041,52.3732010,,,osm:way,561712627
2648,,,,,,,,,,,swimming_area,,13.2051448,52.5026568,,,osm:way,570631637
2649,,,,,,,,,,,swimming_area,,13.1962558,52.4694446,,,osm:way,570631638
2650,,,,,,,,,,,swimming_area,,13.1177360,52.4720564,,,osm:way,636325055
2651,,,,,,,,,Nacktbadestelle,,swimming_area,,13.2627457,52.4713132,,,osm:way,636747827
2652,,,,,,,,,,,swimming_area,,13.2842477,52.5679748,,,osm:way,636748016
2653,,,,,,,,,,,swimming_area,,13.2855438,52.5697087,,,osm:way,636748017
2654,,,,,,,,,,,swimming_area,,13.2846140,52.5693278,,,osm:way,636748018
2655,,,,,,,,,Badestelle Bammelecke,,swimming_area,,13.6230155,52.4077244,,,osm:way,643203847
2656,Berlin,DE,107,10117,Friedrichstraße,,theatre,https://www.palast.berlin/,Friedrichstadt-Palast,,,,13.3888786,52.5239216,,de:Friedrichstadtpalast,osm:node,66917094
2657,Berlin,DE,107,10117,Friedrichstraße,,theatre,http://www.quatsch-comedy-club.de,Quatsch Comedy Club,,,,13.3886211,52.5236239,,de:Quatsch Comedy Club,osm:node,66917098
2658,Berlin,DE,101,10117,Friedrichstraße,,theatre,http://www.distel-berlin.de,Kabarett-Theater Distel,,,,13.3885051,52.5206669,,de:Die Distel,osm:node,66917115
2659,Berlin,DE,101,10117,Friedrichstraße,,theatre,http://www.admiralspalast.de,Admiralspalast,Admiralspalast,,,13.3889021,52.5207714,,de:Admiralspalast,osm:node,66917188
2660,Berlin,DE,2,14052,Pommernallee,,theatre,https://www.wuehlmaeuse.de,Die Wühlmäuse,,,,13.2707514,52.5088651,,,osm:node,79808389
2661,Berlin,DE,32,10963,Hallesches Ufer,,theatre,http://www.hebbel-am-ufer.de/,HAU 2 (Hebbel am Ufer),,,,13.3862714,52.4990938,,de:Hebbel am Ufer,osm:node,173985100
2662,Berlin,DE,18,10178,Sophienstraße,,theatre,http://www.sophiensaele.com/,Sophiensæle,,,,13.4011409,52.5258112,,de:Sophiensaele,osm:node,229948256
2663,Berlin,DE,48,10243,Palisadenstraße,,theatre,http://www.kriminaltheater.de/,Berliner Kriminaltheater,,,,13.4399455,52.5182037,,de:Berliner Kriminal Theater,osm:node,259797763
2664,Berlin,DE,153,10709,Kurfürstendamm,,theatre,http://www.schaubuehne.de/,Schaubühne am Lehniner Platz,Schaubühne am Lehniner Platz,,,13.3022747,52.4986606,,de:Schaubühne am Lehniner Platz,osm:node,272406395
2665,Berlin,DE,20a,10997,Cuvrystraße,,theatre,http://www.ratibortheater.de/,Ratibortheater,,,,13.4430035,52.4976425,,,osm:node,272807733
2666,Berlin,DE,91,10247,Frankfurter Allee,,theatre,,Verlängertes Wohnzimmer,,,,13.4721701,52.5142329,,,osm:node,282754671
2667,Berlin,DE,35,10627,Bismarckstraße,,theatre,http://www.deutscheoperberlin.de,German Opera Berlin,Deutsche Oper Berlin,,,13.3083771,52.5121441,,de:Deutsche Oper Berlin,osm:node,289404068
2668,Berlin,DE,29,10367,Parkaue,,theatre,http://www.parkaue.de,Theater an der Parkaue,,,,13.4774483,52.5169974,,,osm:node,290381165
2669,Berlin,DE,,10829,,,theatre,http://www.scheinbar.de,Scheinbar Varieté e.V.,,,,13.3667350,52.4881169,,,osm:node,303027574
2670,Berlin,DE,40,10965,Fidicinstraße,,theatre,http://www.thikwa.de/,Theater Thikwa (F40),,,,13.3883479,52.4873738,,,osm:node,315146496
2671,Berlin,DE,55-57,10117,Behrenstraße,,theatre,http://www.komische-oper-berlin.de,Komische Oper Berlin,,,,13.3869856,52.5156648,,de:Komische Oper Berlin,osm:node,318525456
2672,Berlin,DE,13a,10117,Schumannstraße,,theatre,http://www.deutschestheater.de,Deutsches Theater,,,,13.3819066,52.5243546,,de:Deutsches Theater (Berlin),osm:node,345806623
2673,,,,,,,theatre,,Kulturküche,,,,13.5704821,52.4015333,,,osm:node,401864244
2674,Berlin,DE,,,Rigaer Straße,,theatre,,TIK: Theater im Kino,,,,13.4643710,52.5166137,,,osm:node,428511003
2675,,,,,,,theatre,,Vineta Theater,,,,13.4130480,52.5583825,,,osm:node,454167248
2676,Berlin,DE,64,12161,Südwestkorso,,theatre,http://kleines-theater.de/,Kleines Theater,,,,13.3222597,52.4733804,,,osm:node,474378383
2677,Berlin,DE,131-133,12043,Karl-Marx-Straße,,theatre,http://www.neukoellneroper.de,Neuköllner Oper,,,,13.4393330,52.4775631,,de:Neuköllner Oper,osm:node,474801032
2678,,,,,,,theatre,,Russisches Kammertheater,,,,13.4132909,52.5398931,,,osm:node,476027572
2679,,,,,,,theatre,,Theater Rambazamba,,,,13.4136365,52.5399039,,,osm:node,476027573
2680,Berlin,DE,7-9,10435,Kastanienallee,,theatre,http://www.volksbuehne-berlin.de/,Volksbühne im Prater,,,,13.4107279,52.5398598,,,osm:node,510154873
3105,,,,,,,fountain,,,,,,13.3666028,52.5072010,,,osm:node,1881346249
2682,Berlin,DE,1,10117,Am Festungsgraben,,theatre,http://www.theater-im-palais.de/,Theater im Palais,,,,13.3954981,52.5185239,,,osm:node,545733901
2683,,,,,,,theatre,http://www.spreelacart.de,SpreeLacArt Kulturwerk Schöneweide,,,,13.5130035,52.4608983,,,osm:node,549931287
2684,Berlin,DE,12a,10623,Kantstraße,,theatre,http://www.vaganten.de/,Vaganten Bühne,,,,13.3285705,52.5061225,,de:Vaganten Bühne,osm:node,572221430
2685,Berlin,DE,35,10115,Brunnenstraße,,theatre,http://www.mirakulum.de,Mirakulum Puppenkomödie Berlin,,,,13.3980650,52.5357330,,,osm:node,613229739
2686,Berlin,DE,40-41,10178,Rosenthaler Straße,,theatre,http://www.chamaeleonberlin.com,Chamäleon,,,,13.4020830,52.5240420,,de:Chamäleon (Varieté),osm:node,615148215
2687,Berlin,DE,100,10623,Knesebeckstraße,,theatre,http://www.renaissance-theater.de,Renaissance-Theater Berlin,,,,13.3235030,52.5103384,,de:Renaissance-Theater (Berlin),osm:node,619119805
2688,Berlin,DE,177,10713,Hohenzollerndamm,,theatre,http://www.coupe.kuenstlerkolonie-berlin.de/,Coupé,,,,13.3122082,52.4894386,,,osm:node,695831689
2689,Berlin,DE,34,10961,Mehringdamm,,theatre,http://www.bka-theater.de/,BKA-Theater,,,,13.3876511,52.4937535,,de:Berliner Kabarett Anstalt,osm:node,735151601
2690,Berlin,DE,10,10178,Sophienstraße,,theatre,http://www.puppentheater-firlefanz.de/,Puppentheater Firlefanz,,,,13.4025511,52.5250687,,,osm:node,833111849
2691,Berlin,DE,29,10999,Oranienstraße,,theatre,http://www.koka36.de,KO KA 36,,,,13.4197114,52.5012719,,,osm:node,867751956
2692,Berlin,DE,27,10997,Naunynstraße,,theatre,http://www.ballhausnaunynstrasse.de/,Ballhaus Naunynstraße,,,,13.4213249,52.5020031,,de:Ballhaus Naunynstraße,osm:node,873444364
2693,Berlin,DE,,10997,,,theatre,http://www.hoftheater-kreuzberg.de/,Hoftheater Kreuzberg,,,,13.4208270,52.5016868,,,osm:node,873444370
2694,Berlin,DE,13,10829,Monumentenstraße,,theatre,https://www.aha-berlin.de,AHA-Berlin e.V.,,,,13.3678205,52.4881467,,,osm:node,894765631
2695,,,,,,,theatre,,Maxim Gorki Theater - Studio,,,,13.3959797,52.5189862,,,osm:node,895507273
2696,,,,,,,theatre,http://www.artfab.de/tisch/,Acker Stadt Palast - Freie Bühne Mitte .eV,,,,13.3965478,52.5296840,,,osm:node,895509940
2697,,,,,,,theatre,,Zimmer 16,,,,13.4014330,52.5654952,,,osm:node,899133792
2698,Berlin,DE,141,12043,Karl-Marx-Straße,,theatre,http://www.heimathafen-neukoelln.de,Heimathafen Neukölln,,,,13.4399161,52.4770235,,,osm:node,910361469
2699,Berlin,DE,9-12,10789,Tauentzienstraße,,theatre,http://www.diestachelschweine.de/,Die Stachelschweine,,,,13.3374894,52.5043712,,de:Die Stachelschweine,osm:node,910725856
2700,,,,,,,theatre,,Theatersaal des Kulturhauses Spandau,,,,13.2025072,52.5354834,,,osm:node,945390395
2701,,,,,,,theatre,,BrotfabrikBühne,,,,13.4307318,52.5525607,,,osm:node,945402693
2702,Berlin,DE,49,12205,Drakestraße,,theatre,http://www.theater-lichterfelde.de/,Theater Lichterfelde,,,,13.2974764,52.4419390,,,osm:node,946790935
2703,Berlin,DE,61,10249,Landsberger Allee,,theatre,http://www.hauptstadtoper.de/,Hauptstadtoper,,,,13.4435717,52.5253998,,,osm:node,972319909
2704,Berlin,DE,2a,10961,Gneisenaustraße,,theatre,http://www.mehringhoftheater.de/,Mehringhof Theater,,,,13.3882686,52.4919181,,,osm:node,977686791
2705,,,,,,,theatre,http://www.theater-im-nikolaiviertel.de/,Theater im Nikolaiviertel,,,,13.4078300,52.5165410,,,osm:node,1096182603
2706,Berlin,DE,18,13347,Lindower Straße,,theatre,www.theaterinmitte.de/,theaterinmitte,,,,13.3678490,52.5438964,,,osm:node,1132091317
2707,Berlin,DE,17,12163,Bornstraße,,theatre,http://www.zimmertheater-steglitz.de/,Zimmertheater Steglitz,,,,13.3213047,52.4667595,,,osm:node,1154118481
2708,Berlin,DE,15,10437,Pappelallee,,theatre,http://www.ballhausost.de/,Ballhaus Ost,,,,13.4149784,52.5430767,,de:Ballhaus Ost,osm:node,1158225994
2709,,,,,,,theatre,,Wohnzimmerclub,,,,13.4249827,52.4911319,,,osm:node,1175152683
2710,,,,,,,theatre,http://www.kabarettcharly-m.de/charly/,Charly M,,,,13.4508437,52.5166443,,,osm:node,1187935417
2711,Berlin,DE,3,14059,Horstweg,,theatre,http://www.zauberlounge.de,Zauberlounge,,,,13.2955020,52.5119023,,,osm:node,1226781760
2712,Berlin,DE,40,10965,Fidicinstraße,,theatre,http://www.etberlin.de/,F40 - English Theatre Berlin,,,,13.3881082,52.4873295,,de:English Theatre Berlin,osm:node,1246340370
2713,Berlin,DE,23,10367,Parkaue,,theatre,http://www.das-weite-theater.de/,Das weite Theater,,,,13.4774734,52.5165102,,,osm:node,1246402201
2714,Berlin,DE,45,10243,Gubener Straße,,theatre,http://www.theater-der-kleinen-form.de,Theater der kleinen Form,,,,13.4487808,52.5118136,,,osm:node,1246402202
2715,Berlin,DE,20a,10783,Kulmer Straße,,theatre,http://www.o-tonart.de/,Theater O-TonArt,,,,13.3645476,52.4919756,,,osm:node,1246402203
2716,Berlin,DE,53,10405,Kollwitzstraße,,theatre,http://www.theater-on.com/,Theater o.N.,,,,13.4162235,52.5349848,,,osm:node,1246402205
2717,Berlin,DE,15,10405,Belforter Straße,,theatre,http://www.bat-berlin.de/,bat-Studiotheater,,,,13.4184340,52.5318164,,,osm:node,1246402206
2718,Berlin,DE,10,10963,Tempelhofer Ufer,,theatre,http://www.hebbel-am-ufer.de/,HAU 3 (Hebbel am Ufer),,,,13.3856884,52.4973390,,de:Hebbel am Ufer,osm:node,1246402207
2719,Berlin,DE,1b,10623,Fasanenstraße,,theatre,http://www.udk-berlin.de/sites/unit/,UNI.T - Theater der UdK Berlin,,,,13.3290202,52.5098099,,,osm:node,1246402211
2720,Berlin,DE,43,10319,Sewanstraße,,theatre,http://www.zimmertheater-karlshorst.de/,Zimmertheater Kultschule,,,,13.5026392,52.4986573,,de:Zimmertheater Karlshorst,osm:node,1246402212
2721,,,,,,,theatre,http://www.kabarett-mueckenstich-berlin.de/,Kleinkunstkeller,,,,13.4162969,52.4925372,,,osm:node,1256737686
2722,Berlin,DE,163,13353,Müllerstraße,,theatre,http://primetimetheater.de,Prime Time Theater,,,,13.3633056,52.5434945,,,osm:node,1263355907
2723,,,,,,,theatre,http://www.musenstube.de/,Die Musenstube,,,,13.4319536,52.4860439,,,osm:node,1289390673
2724,Berlin,DE,211,12047,Weserstraße,,theatre,http://www.tikberlin.de,Theater im Keller,,,,13.4277627,52.4884200,,,osm:node,1303363193
2725,Berlin,DE,1,10785,Marlene-Dietrich-Platz,,theatre,,Stage Theater am Potsdamer Platz,,,,13.3721193,52.5072208,,de:Theater am Potsdamer Platz,osm:node,1336883756
2726,,,,,,,theatre,,Dancetheater LaborGRAS.com,,,,13.4214048,52.4967578,,,osm:node,1336890158
2727,Berlin,DE,21,10997,Eisenbahnstraße,,theatre,http://www.tfk-berlin.de/,theaterforum kreuzberg,,,,13.4343875,52.5039533,,,osm:node,1348720484
2728,Berlin,DE,13a,10117,Schumannstraße,,theatre,http://www.deutschestheater.de/,Kammerspiele,,,,13.3813992,52.5242750,,de:Deutsches Theater (Berlin),osm:node,1445221277
2729,Berlin,DE,2,10117,Am Festungsgraben,,theatre,http://www.gorki.de/,Maxim Gorky Theatre,,,,13.3950767,52.5190141,,de:Maxim-Gorki-Theater,osm:node,1457124704
2730,Berlin,DE,27,10439,Erich-Weinert-Straße,,theatre,http://www.buehnenrausch.de/,BühnenRausch,,,,13.4183206,52.5514416,,,osm:node,1486087544
2731,,,,,,,theatre,,Berliner Tschechow Theater,,,,13.5682593,52.5713652,,,osm:node,1737242128
2732,,,,,,,theatre,http://theateruntermturm.de/,Theater unterm Turm,,,,13.3267044,52.4941597,,,osm:node,1739006720
2733,Berlin,,116,10787,Kurfürstenstraße,,theatre,http://www.kleine-nachtrevue.de/,Kleine Nachtrevue,,,,13.3479976,52.5033188,,,osm:node,1746712005
2734,Berlin,DE,10,10963,Möckernstraße,,theatre,http://www.tempodrom.de,Tempodrom,,,,13.3811810,52.5016098,,,osm:node,1871854816
2735,Berlin,DE,184,10119,Schönhauser Allee,,theatre,http://www.comedyclub.de/berlin/start.php,Kookaburra Comedy Club,,,,13.4100030,52.5298014,,,osm:node,1945796840
2736,Berlin,DE,19,14059,Klausenerplatz,,theatre,http://www.freietheateranstalten.de,Freie Theateranstalten Berlin,,,,13.2900046,52.5182952,,,osm:node,1948871674
2737,Berlin,,35,10557,Lehrter Straße,,theatre,,Fabriktheater,,,,13.3595034,52.5342712,,,osm:node,2093602596
2738,Berlin,DE,372,10557,,,theatre,http://www.artenschutztheater.de/,Theater Artenschutz,,,,13.3586326,52.5205352,,,osm:node,2395299465
2739,,,,,,,theatre,,Kabarett Knieriem,,,,13.6000868,52.4744133,,,osm:node,2424327231
2740,Berlin,DE,19,10965,Katzbachstraße,,theatre,http://www.garn-theater.de,Garn Theater,,,,13.3763890,52.4870380,,de:Garn-Theater,osm:node,2488873131
2741,Berlin,DE,227,10178,Linienstraße,,theatre,http://www.volksbuehne-berlin.de/,Volksbühne am Rosa-Luxemburg-Platz,,,,13.4119171,52.5270240,,de:Volksbühne Berlin,osm:node,2627106420
2742,Berlin,DE,58,12043,Karl-Marx-Straße,,theatre,http://keller-label.de/,Keller,,,,13.4306601,52.4824948,,,osm:node,2649739384
2743,,,,,,,theatre,,Tischlerei,,,,13.3078060,52.5133026,,,osm:node,2715760752
2744,,,,,,,theatre,,Studiobühne,,,,13.4422678,52.5161677,,,osm:node,2733888748
2745,Berlin,DE,81-84,10405,Greifswalder Straße,,theatre,http://www.schaubude-berlin.de,Schaubude Berlin,,,,13.4389797,52.5408360,,,osm:node,2763752659
2746,Berlin,DE,6,14129,Kirchweg,,theatre,http://www.theaternikolassee.de,Theater Nikolassee,,,,13.2050769,52.4249086,,,osm:node,2781293656
2747,,,,,,,theatre,,Werkstatt,,,,13.3186865,52.5121317,,,osm:node,2877278370
2748,,,,,,,theatre,,Theaterhof,,,,13.2894916,52.4523699,,,osm:node,2877333455
2749,Berlin,DE,38,10405,Marienburger Straße,,theatre,,Prenzlkasper,,,,13.4250811,52.5347035,,,osm:node,2878820301
2750,,,,,,,theatre,,Spandauer Theater Varianta,,,,13.2050154,52.5390911,,,osm:node,2886633616
2751,Berlin,DE,9,13507,Schloßstraße,,theatre,,Kulturversteck Tegel,,,,13.2835311,52.5918975,,,osm:node,2891401081
2752,,,,,,,theatre,,Freilichtbühne,,,,13.2698924,52.4726800,,,osm:node,2918303868
2753,Berlin,DE,1z,10179,Märkisches Ufer,,theatre,http://www.jazzboat.berlin/,jazzboat.berlin,,,,13.4120477,52.5137271,,,osm:node,2950100933
2754,Berlin,DE,1,10785,Marlene-Dietrich-Platz,,theatre,https://www.spielbank-berlin.de/sternberg,Sternberg - Theater in der Spielbank,,,,13.3720688,52.5079050,,,osm:node,3116790122
2755,,,,,,,theatre,http://www.puppentheater-berlin.de/,Puppentheater Berlin,,,,13.3028661,52.5167019,,,osm:node,3312400192
2756,Berlin,DE,45,10439,Schivelbeiner Straße,,theatre,http://www.felicio.de/,Puppentheater Felicio,,,,13.4120357,52.5505948,,,osm:node,3464946992
2757,,,,,,,theatre,,Zaubertheater Igor Jedlin,,,,13.3017312,52.5002950,,,osm:node,3487575693
2758,Berlin,DE,29,14057,Friedbergstraße,Th-Sa 16:00-19:00,theatre,,Spiegelsalon,,,,13.2939896,52.5039194,,,osm:node,3716477056
2759,Berlin,DE,79,12043,Donaustraße,Sa 18:00+,theatre,http://www.ida-nowhere.com,Ida Nowhere,,,,13.4430391,52.4782137,,,osm:node,3763639067
2760,Berlin,DE,96,10785,Potsdamer Straße,,theatre,http://www.wintergarten-berlin.de,Wintergarten Varieté,,,,13.3645820,52.5021802,,,osm:node,3837620170
2761,Berlin,,175,10119,Schönhauser Allee,,theatre,http://www.pfefferberg-theater.de,Pfefferberg Theater,,,,13.4113220,52.5316740,,,osm:node,3925275757
2762,Berlin,,100,10967,Urbanstraße,,theatre,http://fliegendes-theater.de,Fliegendes Theater,,,,13.4222385,52.4897927,,,osm:node,4065074489
2763,,,,,,,theatre,http://www.hotel-rixdorf.de,Theater Hotel Rixdorf,,,,13.4490623,52.4737355,,,osm:node,4151694509
2764,,,,10179,,,theatre,http://kreativhaus-berlin.de,Kreativhaus e.V.,,,,13.4094134,52.5131377,,,osm:node,4217051191
2765,Berlin,,8,10245,Sonntagstraße,,theatre,http://www.zebrano-theater.de/,Zebrano-Theater,,,,13.4667402,52.5057161,,de:Zebrano-Theater,osm:node,4243480894
2766,Berlin,,12-14,10969,Ritterstraße,,theatre,,Die Etage,,,,13.4112804,52.5017766,,,osm:node,4398530368
2767,Berlin,DE,2,13086,Gustav-Adolf-Straße,,theatre,http://ehemaliges-stummfilmkino-delphi.de/,Ehemaliges Stummfilmkino Delphi,,,,13.4311632,52.5519035,,de:Ehemaliges Stummfilmkino Delphi,osm:node,4456147960
2768,,,,,,,theatre,https://theaterimbergmannkiez.de,Theater im Bergmannkiez,,,,13.3933683,52.4897764,,,osm:node,4465297306
2769,Berlin,,33d,10117,Französische Straße,,theatre,https://boulezsaal.de,Pierre Boulez Saal,,,,13.3963671,52.5154359,,,osm:node,4716921527
2770,,,,,,,theatre,http://www.deutsch-juedisches-theater.de/,Theater Größenwahn,,,,13.3294811,52.5021665,,,osm:node,4736286832
2771,,,,,,,theatre,http://russische-buehne.de,Russische Bühne,,,,13.3499315,52.5023790,,,osm:node,4745230362
2772,Berlin,,112,13187,Wollankstraße,,theatre,,Theater BOKA,,,,13.3965864,52.5662041,,,osm:node,4831523454
2773,Berlin,DE,99,10245,Revaler Straße,,theatre,http://vuesch.org/zack/,,,,,13.4540503,52.5076794,,,osm:node,4946716108
2774,,,30,,Schlangenbader Straße,,theatre,,Jaro Theater,,,,13.3077450,52.4716475,,,osm:node,4948140225
2775,Berlin,,8,13357,Uferstraße,,theatre,https://www.konzertfluegel.com,Piano Salon Christophori,,,,13.3739474,52.5515969,,,osm:node,5140754521
2776,,,,,,,theatre,http://www.hausdersinneberlin.de,Haus der Sinne,,,,13.4040123,52.5490912,,,osm:node,5249079050
2777,Berlin,DE,44,10179,Klosterstraße,,theatre,http://theaterdiscounter.de/,Theaterdiscounter,,,,13.4118819,52.5175797,,,osm:node,5249346659
2778,,,,,,,theatre,,Zirkus Mond,,,,13.4326655,52.5422394,,,osm:node,5893621066
2779,Berlin,DE,35,10557,Lehrter Straße,,cinema,http://www.filmrausch.de,Filmrauschpalast in der Kulturfabrik,,,,13.3596231,52.5343784,,,osm:node,29040741
2780,,,,,,Mo-Su 13:30-23:00,cinema,,Cinestar,,,,13.2860048,52.5839192,,,osm:node,79615774
2781,Berlin,DE,176-178,12681,Märkische Allee,,cinema,,UCI Kinowelt Am Eastgate,,,,13.5420275,52.5417516,,,osm:node,101186634
2782,Berlin,DE,15,10247,Niederbarnimstraße,,cinema,http://intimes-kino-berlin.kino-zeit.de/,Intimes,,,,13.4582297,52.5129521,,,osm:node,251559871
2783,Berlin,DE,30,10178,Rosa-Luxemburg-Straße,,cinema,http://www.babylonberlin.de,Kino Babylon,,,,13.4114358,52.5258984,,,osm:node,256754256
